date,channel,campaign,ad_group,spend,impressions,clicks,conversions
12/20/2022,Meta Ads,Campaign_9,AdGroup_5,2500.13,36191,1489,88
12/21/2022,Google Ads,Campaign_4,AdGroup_3,818.36,93208,3434,171
12/21/2022,Meta Ads,Campaign_7,AdGroup_2,1126.95,55367,1883,75
12/22/2022,Google Ads,Campaign_4,AdGroup_5,2469.98,52014,1921,168
12/22/2022,Meta Ads,Campaign_3,AdGroup_3,1326.10,74137,1091,77
12/23/2022,Google Ads,Campaign_1,AdGroup_6,3732.31,43585,578,62
12/23/2022,Meta Ads,Campaign_11,AdGroup_6,2155.97,83313,3274,167
12/24/2022,Google Ads,Campaign_9,AdGroup_2,1872.56,71486,1205,76
12/24/2022,Meta Ads,Campaign_11,AdGroup_5,4099.14,29725,969,88
12/25/2022,Google Ads,Campaign_4,AdGroup_6,988.18,42375,666,15
12/25/2022,Meta Ads,Campaign_5,AdGroup_1,4522.38,50608,512,53
12/26/2022,Google Ads,Campaign_3,AdGroup_2,4106.76,31726,364,12
12/26/2022,Meta Ads,Campaign_7,AdGroup_2,815.85,45824,1285,60
12/27/2022,Google Ads,Campaign_8,AdGroup_3,4414.84,110033,3791,409
12/27/2022,Meta Ads,Campaign_1,AdGroup_3,2027.48,78743,3272,222
12/28/2022,Google Ads,Campaign_8,AdGroup_5,4587.36,53291,1793,160
12/28/2022,Meta Ads,Campaign_9,AdGroup_6,994.22,35577,1018,75
12/29/2022,Google Ads,Campaign_4,AdGroup_2,684.64,107986,4661,150
12/29/2022,Meta Ads,Campaign_8,AdGroup_2,4651.05,114082,3694,203
12/30/2022,Google Ads,Campaign_6,AdGroup_6,3156.57,70250,3176,268
12/30/2022,Meta Ads,Campaign_4,AdGroup_3,2053.70,62370,2801,220
12/31/2022,Google Ads,Campaign_5,AdGroup_6,2583.42,105432,5096,349
12/31/2022,Meta Ads,Campaign_5,AdGroup_5,803.50,100687,3892,384
1/1/2023,Google Ads,Campaign_5,AdGroup_5,2375.81,106987,3536,122
1/1/2023,Meta Ads,Campaign_1,AdGroup_6,1291.32,105434,2582,307
1/2/2023,Google Ads,Campaign_4,AdGroup_3,2848.27,98811,2289,75
1/2/2023,Meta Ads,Campaign_4,AdGroup_6,2493.96,73923,3045,75
1/3/2023,Google Ads,Campaign_8,AdGroup_6,1377.02,55065,864,27
1/3/2023,Meta Ads,Campaign_9,AdGroup_5,3231.66,78729,3829,135
1/4/2023,Google Ads,Campaign_9,AdGroup_4,1000.80,69665,2175,178
1/4/2023,Meta Ads,Campaign_12,AdGroup_5,3899.42,108058,3007,283
1/5/2023,Google Ads,Campaign_7,AdGroup_4,1030.62,26944,1222,43
1/5/2023,Meta Ads,Campaign_3,AdGroup_4,2776.89,90452,3396,75
1/6/2023,Google Ads,Campaign_11,AdGroup_4,2099.94,77363,3177,73
1/6/2023,Meta Ads,Campaign_6,AdGroup_1,1340.36,84405,3958,383
1/7/2023,Google Ads,Campaign_9,AdGroup_1,2938.41,105542,1560,69
1/7/2023,Meta Ads,Campaign_10,AdGroup_4,829.37,55138,635,71
1/8/2023,Google Ads,Campaign_3,AdGroup_1,2044.19,69894,3381,370
1/8/2023,Meta Ads,Campaign_3,AdGroup_2,4118.74,61064,2233,148
1/9/2023,Google Ads,Campaign_6,AdGroup_5,3803.05,117270,3081,243
1/9/2023,Meta Ads,Campaign_8,AdGroup_1,1065.10,77890,2018,208
1/10/2023,Google Ads,Campaign_4,AdGroup_2,1520.05,94255,2244,198
1/10/2023,Meta Ads,Campaign_8,AdGroup_4,1720.77,85069,1680,74
1/11/2023,Google Ads,Campaign_9,AdGroup_1,4420.86,93385,2705,94
1/11/2023,Meta Ads,Campaign_1,AdGroup_1,4583.32,84021,2611,235
1/12/2023,Google Ads,Campaign_6,AdGroup_2,2497.59,110308,2247,138
1/12/2023,Meta Ads,Campaign_9,AdGroup_3,3966.71,50878,2356,178
1/13/2023,Google Ads,Campaign_7,AdGroup_3,3279.84,40038,576,58
1/13/2023,Meta Ads,Campaign_11,AdGroup_1,2121.56,63106,1670,78
1/14/2023,Google Ads,Campaign_3,AdGroup_3,915.37,108919,2686,291
1/14/2023,Meta Ads,Campaign_11,AdGroup_2,1528.32,58707,1805,102
1/15/2023,Google Ads,Campaign_8,AdGroup_3,3431.54,30515,1021,120
1/15/2023,Meta Ads,Campaign_10,AdGroup_2,4088.32,75660,3714,319
1/16/2023,Google Ads,Campaign_1,AdGroup_3,1653.48,31699,871,83
1/16/2023,Meta Ads,Campaign_10,AdGroup_3,2834.24,32705,1578,185
1/17/2023,Google Ads,Campaign_10,AdGroup_1,4101.22,114757,4351,393
1/17/2023,Meta Ads,Campaign_4,AdGroup_6,4062.92,104533,3383,203
1/18/2023,Google Ads,Campaign_1,AdGroup_2,3635.15,83734,1205,58
1/18/2023,Meta Ads,Campaign_3,AdGroup_5,4425.55,107389,2083,177
1/19/2023,Google Ads,Campaign_10,AdGroup_6,2494.48,35177,489,9
1/19/2023,Meta Ads,Campaign_10,AdGroup_5,2576.92,95261,2755,112
1/20/2023,Google Ads,Campaign_8,AdGroup_4,3243.37,47092,1289,104
1/20/2023,Meta Ads,Campaign_10,AdGroup_2,652.65,39809,1549,100
1/21/2023,Google Ads,Campaign_9,AdGroup_3,3037.10,26836,867,50
1/21/2023,Meta Ads,Campaign_5,AdGroup_4,1341.97,100794,4876,433
1/22/2023,Google Ads,Campaign_9,AdGroup_2,2996.48,84832,1694,193
1/22/2023,Meta Ads,Campaign_12,AdGroup_3,4497.79,35849,1767,38
1/23/2023,Google Ads,Campaign_2,AdGroup_5,1989.77,51901,911,51
1/23/2023,Meta Ads,Campaign_1,AdGroup_6,3747.61,67000,1648,164
1/24/2023,Google Ads,Campaign_1,AdGroup_6,2865.79,28206,319,22
1/24/2023,Meta Ads,Campaign_12,AdGroup_1,3553.17,27299,634,52
1/25/2023,Google Ads,Campaign_4,AdGroup_6,1779.80,49703,2073,232
1/25/2023,Meta Ads,Campaign_6,AdGroup_3,3536.55,102357,4150,444
1/26/2023,Google Ads,Campaign_9,AdGroup_6,1057.06,23493,827,62
1/26/2023,Meta Ads,Campaign_6,AdGroup_1,4571.61,72075,3085,187
1/27/2023,Google Ads,Campaign_10,AdGroup_5,1391.54,22145,888,19
1/27/2023,Meta Ads,Campaign_5,AdGroup_5,3772.12,64162,1015,114
1/28/2023,Google Ads,Campaign_6,AdGroup_6,2209.16,42382,609,45
1/28/2023,Meta Ads,Campaign_7,AdGroup_4,2834.47,104080,2364,102
1/29/2023,Google Ads,Campaign_3,AdGroup_5,2245.91,115645,1161,72
1/29/2023,Meta Ads,Campaign_11,AdGroup_5,4750.87,58188,658,70
1/30/2023,Google Ads,Campaign_7,AdGroup_5,1338.85,33827,495,17
1/30/2023,Meta Ads,Campaign_11,AdGroup_2,3149.10,49306,1482,39
1/31/2023,Google Ads,Campaign_2,AdGroup_2,1239.20,114783,1904,65
1/31/2023,Meta Ads,Campaign_11,AdGroup_5,4514.94,89336,3831,454
2/1/2023,Google Ads,Campaign_11,AdGroup_1,2147.88,71123,2333,127
2/1/2023,Meta Ads,Campaign_9,AdGroup_2,2060.94,36592,760,35
2/2/2023,Google Ads,Campaign_11,AdGroup_3,5240.09,28707,345,39
2/2/2023,Meta Ads,Campaign_1,AdGroup_3,1748.77,33448,451,23
2/3/2023,Google Ads,Campaign_10,AdGroup_4,5072.02,30895,1149,89
2/3/2023,Meta Ads,Campaign_10,AdGroup_4,1342.78,101611,3895,184
2/4/2023,Google Ads,Campaign_2,AdGroup_1,3701.10,71417,2581,108
2/4/2023,Meta Ads,Campaign_9,AdGroup_2,5085.00,78591,1137,113
2/5/2023,Google Ads,Campaign_10,AdGroup_1,3868.72,39054,767,29
2/5/2023,Meta Ads,Campaign_9,AdGroup_5,3013.40,115674,4818,258
2/6/2023,Google Ads,Campaign_11,AdGroup_2,4117.80,63861,1161,112
2/6/2023,Meta Ads,Campaign_12,AdGroup_5,4038.36,80709,2628,160
2/7/2023,Google Ads,Campaign_11,AdGroup_3,2667.66,87898,1470,172
2/7/2023,Meta Ads,Campaign_9,AdGroup_2,2853.62,119404,2109,47
2/8/2023,Google Ads,Campaign_9,AdGroup_2,2619.65,74943,1499,35
2/8/2023,Meta Ads,Campaign_6,AdGroup_4,4730.81,83557,2351,83
2/9/2023,Google Ads,Campaign_1,AdGroup_2,5525.17,117250,2273,69
2/9/2023,Meta Ads,Campaign_3,AdGroup_6,2505.32,61580,2162,46
2/10/2023,Google Ads,Campaign_8,AdGroup_3,2080.11,85268,1854,206
2/10/2023,Meta Ads,Campaign_12,AdGroup_1,2090.04,52856,825,55
2/11/2023,Google Ads,Campaign_9,AdGroup_4,5904.98,99922,1270,120
2/11/2023,Meta Ads,Campaign_3,AdGroup_4,4631.41,50006,873,54
2/12/2023,Google Ads,Campaign_1,AdGroup_5,4378.35,22614,925,109
2/12/2023,Meta Ads,Campaign_2,AdGroup_2,2465.90,52050,2405,76
2/13/2023,Google Ads,Campaign_12,AdGroup_6,4914.27,65424,1097,46
2/13/2023,Meta Ads,Campaign_11,AdGroup_3,1088.00,69276,2045,61
2/14/2023,Google Ads,Campaign_1,AdGroup_2,976.97,94356,4651,196
2/14/2023,Meta Ads,Campaign_9,AdGroup_3,4550.04,118105,5104,264
2/15/2023,Google Ads,Campaign_5,AdGroup_3,5608.44,35696,901,59
2/15/2023,Meta Ads,Campaign_8,AdGroup_4,1955.06,102312,2383,284
2/16/2023,Google Ads,Campaign_10,AdGroup_3,4600.40,82053,1987,168
2/16/2023,Meta Ads,Campaign_5,AdGroup_3,1863.49,97769,1850,145
2/17/2023,Google Ads,Campaign_3,AdGroup_3,1752.43,56958,1068,121
2/17/2023,Meta Ads,Campaign_11,AdGroup_6,4652.25,30009,656,34
2/18/2023,Google Ads,Campaign_1,AdGroup_5,2196.80,32672,1026,71
2/18/2023,Meta Ads,Campaign_6,AdGroup_2,5016.58,50319,1136,124
2/19/2023,Google Ads,Campaign_8,AdGroup_5,3219.74,27145,383,35
2/19/2023,Meta Ads,Campaign_8,AdGroup_1,5144.77,71542,1859,204
2/20/2023,Google Ads,Campaign_5,AdGroup_4,4331.90,27982,1119,31
2/20/2023,Meta Ads,Campaign_8,AdGroup_2,2161.21,97004,3777,152
2/21/2023,Google Ads,Campaign_7,AdGroup_5,3390.62,68886,901,35
2/21/2023,Meta Ads,Campaign_9,AdGroup_4,2665.60,44802,1120,88
2/22/2023,Google Ads,Campaign_6,AdGroup_4,4559.82,48402,1247,142
2/22/2023,Meta Ads,Campaign_11,AdGroup_5,3922.67,63299,807,33
2/23/2023,Google Ads,Campaign_12,AdGroup_2,3238.31,26204,427,38
2/23/2023,Meta Ads,Campaign_7,AdGroup_4,4064.82,55008,1470,53
2/24/2023,Google Ads,Campaign_11,AdGroup_2,3503.17,95028,2053,131
2/24/2023,Meta Ads,Campaign_11,AdGroup_1,2837.14,31906,543,57
2/25/2023,Google Ads,Campaign_7,AdGroup_4,5875.29,93163,1927,202
2/25/2023,Meta Ads,Campaign_8,AdGroup_1,2135.50,69627,2528,110
2/26/2023,Google Ads,Campaign_8,AdGroup_2,5733.72,20086,555,14
2/26/2023,Meta Ads,Campaign_10,AdGroup_6,5549.07,70823,2798,262
2/27/2023,Google Ads,Campaign_12,AdGroup_1,4752.45,84353,1401,155
2/27/2023,Meta Ads,Campaign_2,AdGroup_4,984.35,33532,546,57
2/28/2023,Google Ads,Campaign_8,AdGroup_1,5235.17,73786,2330,84
2/28/2023,Meta Ads,Campaign_9,AdGroup_3,5742.56,49668,2329,114
3/1/2023,Google Ads,Campaign_12,AdGroup_4,3826.04,49422,1764,67
3/1/2023,Meta Ads,Campaign_11,AdGroup_3,1430.88,79634,3192,77
3/2/2023,Google Ads,Campaign_7,AdGroup_3,4138.48,60335,2553,220
3/2/2023,Meta Ads,Campaign_11,AdGroup_2,1461.50,39696,510,40
3/3/2023,Google Ads,Campaign_10,AdGroup_1,3614.97,82941,1784,177
3/3/2023,Meta Ads,Campaign_9,AdGroup_1,5624.26,36660,1708,90
3/4/2023,Google Ads,Campaign_2,AdGroup_5,5426.25,23473,496,28
3/4/2023,Meta Ads,Campaign_5,AdGroup_3,5043.64,36812,778,28
3/5/2023,Google Ads,Campaign_11,AdGroup_5,2850.99,33835,858,94
3/5/2023,Meta Ads,Campaign_8,AdGroup_6,5953.45,45182,768,82
3/6/2023,Google Ads,Campaign_3,AdGroup_4,1845.03,68767,1161,116
3/6/2023,Meta Ads,Campaign_11,AdGroup_3,1761.10,76936,925,71
3/7/2023,Google Ads,Campaign_6,AdGroup_4,4940.88,52830,1632,84
3/7/2023,Meta Ads,Campaign_3,AdGroup_3,4956.10,37953,1758,103
3/8/2023,Google Ads,Campaign_10,AdGroup_1,3938.47,22912,1130,91
3/8/2023,Meta Ads,Campaign_2,AdGroup_1,2283.17,56160,935,51
3/9/2023,Google Ads,Campaign_10,AdGroup_1,1327.32,107009,2916,230
3/9/2023,Meta Ads,Campaign_8,AdGroup_2,4898.01,63122,1483,73
3/10/2023,Google Ads,Campaign_11,AdGroup_6,5139.35,65588,1041,54
3/10/2023,Meta Ads,Campaign_1,AdGroup_2,2466.70,67160,929,33
3/11/2023,Google Ads,Campaign_2,AdGroup_6,3575.08,113945,4153,481
3/11/2023,Meta Ads,Campaign_4,AdGroup_3,3600.93,81709,1194,60
3/12/2023,Google Ads,Campaign_2,AdGroup_1,2577.07,108016,3319,227
3/12/2023,Meta Ads,Campaign_12,AdGroup_4,2183.58,88015,1075,53
3/13/2023,Google Ads,Campaign_6,AdGroup_5,5704.69,85210,2416,244
3/13/2023,Meta Ads,Campaign_5,AdGroup_4,2185.98,50989,682,69
3/14/2023,Google Ads,Campaign_8,AdGroup_5,4947.52,64902,2653,206
3/14/2023,Meta Ads,Campaign_4,AdGroup_6,5900.03,112122,1537,117
3/15/2023,Google Ads,Campaign_7,AdGroup_1,2306.43,53979,1035,74
3/15/2023,Meta Ads,Campaign_4,AdGroup_5,4833.31,86552,2681,162
3/16/2023,Google Ads,Campaign_10,AdGroup_1,1097.87,69777,1580,161
3/16/2023,Meta Ads,Campaign_10,AdGroup_4,2931.16,116725,3442,392
3/17/2023,Google Ads,Campaign_5,AdGroup_5,4185.38,59175,1300,121
3/17/2023,Meta Ads,Campaign_9,AdGroup_3,2082.94,79101,3253,121
3/18/2023,Google Ads,Campaign_1,AdGroup_5,5188.47,86029,1493,41
3/18/2023,Meta Ads,Campaign_6,AdGroup_3,4292.76,77907,2159,179
3/19/2023,Google Ads,Campaign_5,AdGroup_4,5378.72,89881,1935,48
3/19/2023,Meta Ads,Campaign_1,AdGroup_2,1037.32,96967,2167,51
3/20/2023,Google Ads,Campaign_6,AdGroup_6,2753.21,95871,3912,274
3/20/2023,Meta Ads,Campaign_6,AdGroup_4,2716.09,115138,5655,278
3/21/2023,Google Ads,Campaign_8,AdGroup_6,2040.57,61574,1724,201
3/21/2023,Meta Ads,Campaign_11,AdGroup_2,5771.01,112357,1526,118
3/22/2023,Google Ads,Campaign_5,AdGroup_3,3748.61,111244,3799,175
3/22/2023,Meta Ads,Campaign_2,AdGroup_4,5083.25,66008,2883,295
3/23/2023,Google Ads,Campaign_5,AdGroup_4,5445.92,116080,3087,235
3/23/2023,Meta Ads,Campaign_8,AdGroup_5,5320.85,61316,861,87
3/24/2023,Google Ads,Campaign_8,AdGroup_6,5658.05,89426,1812,171
3/24/2023,Meta Ads,Campaign_7,AdGroup_4,5624.12,54114,1289,82
3/25/2023,Google Ads,Campaign_12,AdGroup_4,3176.20,87987,1997,150
3/25/2023,Meta Ads,Campaign_10,AdGroup_2,3629.29,66662,2803,100
3/26/2023,Google Ads,Campaign_11,AdGroup_2,919.14,50345,2133,173
3/26/2023,Meta Ads,Campaign_1,AdGroup_2,1515.56,59044,2066,226
3/27/2023,Google Ads,Campaign_6,AdGroup_5,5912.75,115128,3615,282
3/27/2023,Meta Ads,Campaign_11,AdGroup_3,5599.57,117464,5579,586
3/28/2023,Google Ads,Campaign_11,AdGroup_6,1899.37,82070,4048,255
3/28/2023,Meta Ads,Campaign_12,AdGroup_1,2263.18,38875,1868,61
3/29/2023,Google Ads,Campaign_11,AdGroup_4,4789.60,22513,986,88
3/29/2023,Meta Ads,Campaign_1,AdGroup_2,3767.47,100876,2947,268
3/30/2023,Google Ads,Campaign_3,AdGroup_6,2052.88,69860,2940,71
3/30/2023,Meta Ads,Campaign_10,AdGroup_2,2520.94,30677,955,111
3/31/2023,Google Ads,Campaign_12,AdGroup_5,5061.56,62696,2798,182
3/31/2023,Meta Ads,Campaign_7,AdGroup_3,5699.34,55754,2048,200
4/1/2023,Google Ads,Campaign_12,AdGroup_5,2352.98,50244,573,20
4/1/2023,Meta Ads,Campaign_12,AdGroup_3,2024.68,36548,1090,64
4/2/2023,Google Ads,Campaign_9,AdGroup_2,3762.17,43676,945,105
4/2/2023,Meta Ads,Campaign_2,AdGroup_3,1136.96,30360,659,26
4/3/2023,Google Ads,Campaign_3,AdGroup_4,5193.69,29680,346,21
4/3/2023,Meta Ads,Campaign_10,AdGroup_6,3749.85,47348,1175,65
4/4/2023,Google Ads,Campaign_12,AdGroup_3,4477.10,41036,1780,152
4/4/2023,Meta Ads,Campaign_7,AdGroup_2,1476.30,21970,1094,82
4/5/2023,Google Ads,Campaign_5,AdGroup_6,4155.33,66986,1033,24
4/5/2023,Meta Ads,Campaign_7,AdGroup_5,3032.30,35918,1408,143
4/6/2023,Google Ads,Campaign_6,AdGroup_4,3835.61,88196,4304,454
4/6/2023,Meta Ads,Campaign_5,AdGroup_4,5742.46,33247,784,51
4/7/2023,Google Ads,Campaign_10,AdGroup_6,4630.99,20532,252,12
4/7/2023,Meta Ads,Campaign_5,AdGroup_4,4166.25,95336,3510,236
4/8/2023,Google Ads,Campaign_5,AdGroup_1,2267.30,64034,1825,54
4/8/2023,Meta Ads,Campaign_8,AdGroup_4,1361.33,99801,4425,210
4/9/2023,Google Ads,Campaign_2,AdGroup_6,3788.50,81351,2030,111
4/9/2023,Meta Ads,Campaign_8,AdGroup_6,5108.45,104335,2974,271
4/10/2023,Google Ads,Campaign_3,AdGroup_5,1963.14,82699,3963,420
4/10/2023,Meta Ads,Campaign_3,AdGroup_5,5210.94,88082,2001,202
4/11/2023,Google Ads,Campaign_2,AdGroup_2,5865.96,73165,1169,43
4/11/2023,Meta Ads,Campaign_11,AdGroup_6,4921.92,73406,1494,45
4/12/2023,Google Ads,Campaign_10,AdGroup_3,1593.55,45499,2066,107
4/12/2023,Meta Ads,Campaign_3,AdGroup_5,4197.86,108778,3599,345
4/13/2023,Google Ads,Campaign_8,AdGroup_1,2513.48,108878,3306,384
4/13/2023,Meta Ads,Campaign_4,AdGroup_3,3947.82,40910,971,85
4/14/2023,Google Ads,Campaign_1,AdGroup_5,3845.58,74007,948,90
4/14/2023,Meta Ads,Campaign_12,AdGroup_4,3208.40,94761,3571,268
4/15/2023,Google Ads,Campaign_1,AdGroup_4,3948.58,56164,818,19
4/15/2023,Meta Ads,Campaign_1,AdGroup_4,2239.45,38708,839,26
4/16/2023,Google Ads,Campaign_4,AdGroup_4,5198.20,84374,3698,161
4/16/2023,Meta Ads,Campaign_10,AdGroup_4,3875.74,108089,2323,252
4/17/2023,Google Ads,Campaign_11,AdGroup_2,5529.96,41178,1573,60
4/17/2023,Meta Ads,Campaign_11,AdGroup_2,5033.89,69333,2469,243
4/18/2023,Google Ads,Campaign_1,AdGroup_6,3583.42,95999,2581,225
4/18/2023,Meta Ads,Campaign_3,AdGroup_1,1407.07,92368,4615,171
4/19/2023,Google Ads,Campaign_1,AdGroup_4,3251.21,76029,3581,412
4/19/2023,Meta Ads,Campaign_10,AdGroup_1,2155.01,40777,1256,122
4/20/2023,Google Ads,Campaign_9,AdGroup_5,4068.02,38345,507,45
4/20/2023,Meta Ads,Campaign_9,AdGroup_1,1754.21,64522,934,97
4/21/2023,Google Ads,Campaign_3,AdGroup_1,2061.53,90793,4421,157
4/21/2023,Meta Ads,Campaign_1,AdGroup_2,1821.22,29119,1055,75
4/22/2023,Google Ads,Campaign_10,AdGroup_4,3900.52,62436,1246,37
4/22/2023,Meta Ads,Campaign_12,AdGroup_1,4211.26,68648,2497,248
4/23/2023,Google Ads,Campaign_9,AdGroup_1,2433.16,31592,1301,77
4/23/2023,Meta Ads,Campaign_2,AdGroup_4,1383.49,79204,2857,195
4/24/2023,Google Ads,Campaign_8,AdGroup_1,5230.46,24176,1180,59
4/24/2023,Meta Ads,Campaign_5,AdGroup_2,4986.97,63383,2485,201
4/25/2023,Google Ads,Campaign_3,AdGroup_4,2095.95,67429,3296,237
4/25/2023,Meta Ads,Campaign_2,AdGroup_1,2601.97,45851,1078,58
4/26/2023,Google Ads,Campaign_6,AdGroup_2,3665.39,38971,1184,82
4/26/2023,Meta Ads,Campaign_6,AdGroup_6,1603.14,21538,728,62
4/27/2023,Google Ads,Campaign_5,AdGroup_6,1556.09,82543,911,67
4/27/2023,Meta Ads,Campaign_2,AdGroup_6,3928.44,64168,1769,47
4/28/2023,Google Ads,Campaign_8,AdGroup_2,1292.57,37188,1044,98
4/28/2023,Meta Ads,Campaign_7,AdGroup_6,2246.09,76988,2455,280
4/29/2023,Google Ads,Campaign_5,AdGroup_3,3115.85,67766,2230,236
4/29/2023,Meta Ads,Campaign_6,AdGroup_4,2757.83,34850,362,19
4/30/2023,Google Ads,Campaign_2,AdGroup_6,4128.45,31774,1292,99
4/30/2023,Meta Ads,Campaign_9,AdGroup_1,4271.79,99705,1738,180
5/1/2023,Google Ads,Campaign_4,AdGroup_6,4566.64,37484,1345,110
5/1/2023,Meta Ads,Campaign_11,AdGroup_3,5950.52,33166,1326,54
5/2/2023,Google Ads,Campaign_12,AdGroup_5,4644.26,94609,1383,59
5/2/2023,Meta Ads,Campaign_1,AdGroup_2,1421.96,86388,1627,100
5/3/2023,Google Ads,Campaign_9,AdGroup_6,7520.32,65540,1002,98
5/3/2023,Meta Ads,Campaign_5,AdGroup_3,1757.41,23116,1022,45
5/4/2023,Google Ads,Campaign_4,AdGroup_2,1819.32,54710,2142,113
5/4/2023,Meta Ads,Campaign_10,AdGroup_1,5327.51,113486,3772,309
5/5/2023,Google Ads,Campaign_10,AdGroup_4,1552.91,90600,3762,285
5/5/2023,Meta Ads,Campaign_5,AdGroup_2,6130.66,92219,3872,83
5/6/2023,Google Ads,Campaign_10,AdGroup_3,3796.01,32366,1527,51
5/6/2023,Meta Ads,Campaign_2,AdGroup_1,6424.26,98568,2956,331
5/7/2023,Google Ads,Campaign_2,AdGroup_3,1810.27,80441,3036,302
5/7/2023,Meta Ads,Campaign_4,AdGroup_1,3069.37,98530,2373,77
5/8/2023,Google Ads,Campaign_11,AdGroup_5,1805.47,95761,3160,117
5/8/2023,Meta Ads,Campaign_10,AdGroup_5,3731.57,38462,923,90
5/9/2023,Google Ads,Campaign_7,AdGroup_6,3491.09,99295,4430,310
5/9/2023,Meta Ads,Campaign_7,AdGroup_4,2911.39,41095,1814,119
5/10/2023,Google Ads,Campaign_6,AdGroup_5,4509.14,80654,1540,59
5/10/2023,Meta Ads,Campaign_9,AdGroup_1,4425.43,83298,2377,50
5/11/2023,Google Ads,Campaign_7,AdGroup_4,3596.36,103774,3092,301
5/11/2023,Meta Ads,Campaign_9,AdGroup_1,1146.50,68347,2768,213
5/12/2023,Google Ads,Campaign_1,AdGroup_1,5479.00,38423,1287,134
5/12/2023,Meta Ads,Campaign_3,AdGroup_4,6731.83,103899,3868,290
5/13/2023,Google Ads,Campaign_11,AdGroup_1,3240.06,25656,801,37
5/13/2023,Meta Ads,Campaign_9,AdGroup_2,4884.83,21857,286,13
5/14/2023,Google Ads,Campaign_2,AdGroup_2,3057.61,106560,5056,184
5/14/2023,Meta Ads,Campaign_3,AdGroup_5,4200.59,100780,4831,211
5/15/2023,Google Ads,Campaign_1,AdGroup_5,6648.34,30831,676,21
5/15/2023,Meta Ads,Campaign_7,AdGroup_3,3205.66,63275,2689,128
5/16/2023,Google Ads,Campaign_9,AdGroup_4,7244.15,20590,456,46
5/16/2023,Meta Ads,Campaign_11,AdGroup_6,5272.63,103730,1176,51
5/17/2023,Google Ads,Campaign_4,AdGroup_4,1085.29,94831,2015,191
5/17/2023,Meta Ads,Campaign_7,AdGroup_6,3579.87,35110,597,31
5/18/2023,Google Ads,Campaign_8,AdGroup_3,3740.77,36570,1736,68
5/18/2023,Meta Ads,Campaign_1,AdGroup_5,2100.83,116263,4183,130
5/19/2023,Google Ads,Campaign_5,AdGroup_4,1629.32,63018,1016,109
5/19/2023,Meta Ads,Campaign_4,AdGroup_5,5503.18,54197,1663,146
5/20/2023,Google Ads,Campaign_5,AdGroup_4,5100.17,109429,3631,157
5/20/2023,Meta Ads,Campaign_12,AdGroup_4,1890.80,58447,2770,74
5/21/2023,Google Ads,Campaign_10,AdGroup_6,5995.74,21480,835,59
5/21/2023,Meta Ads,Campaign_4,AdGroup_5,1285.81,24809,912,57
5/22/2023,Google Ads,Campaign_1,AdGroup_6,7134.92,37672,797,22
5/22/2023,Meta Ads,Campaign_10,AdGroup_1,5508.44,49063,717,37
5/23/2023,Google Ads,Campaign_2,AdGroup_3,2359.74,28809,715,59
5/23/2023,Meta Ads,Campaign_10,AdGroup_6,3975.43,74570,1179,131
5/24/2023,Google Ads,Campaign_5,AdGroup_4,7192.77,40328,1659,131
5/24/2023,Meta Ads,Campaign_7,AdGroup_5,2446.07,25262,1221,136
5/25/2023,Google Ads,Campaign_2,AdGroup_5,4255.88,26978,575,31
5/25/2023,Meta Ads,Campaign_2,AdGroup_4,1258.80,85031,2376,59
5/26/2023,Google Ads,Campaign_3,AdGroup_1,1531.14,49252,916,67
5/26/2023,Meta Ads,Campaign_6,AdGroup_4,5726.58,58915,1982,80
5/27/2023,Google Ads,Campaign_3,AdGroup_4,2924.35,41654,929,81
5/27/2023,Meta Ads,Campaign_2,AdGroup_3,7228.65,24406,597,68
5/28/2023,Google Ads,Campaign_1,AdGroup_5,2979.56,66761,2025,68
5/28/2023,Meta Ads,Campaign_9,AdGroup_3,1134.34,68767,1045,99
5/29/2023,Google Ads,Campaign_11,AdGroup_2,5504.10,66561,2742,234
5/29/2023,Meta Ads,Campaign_3,AdGroup_1,7748.25,62382,2583,233
5/30/2023,Google Ads,Campaign_10,AdGroup_3,3904.18,99152,1875,125
5/30/2023,Meta Ads,Campaign_6,AdGroup_4,1676.04,66779,2357,193
5/31/2023,Google Ads,Campaign_4,AdGroup_2,4098.51,96314,3252,175
5/31/2023,Meta Ads,Campaign_4,AdGroup_3,1997.00,25269,781,76
6/1/2023,Google Ads,Campaign_4,AdGroup_4,6547.34,103342,3783,346
6/1/2023,Meta Ads,Campaign_10,AdGroup_4,3322.81,55063,1981,101
6/2/2023,Google Ads,Campaign_11,AdGroup_1,1742.65,59806,887,48
6/2/2023,Meta Ads,Campaign_6,AdGroup_3,6162.47,108546,3598,135
6/3/2023,Google Ads,Campaign_10,AdGroup_5,4462.45,78214,3158,241
6/3/2023,Meta Ads,Campaign_10,AdGroup_1,2734.03,68678,731,75
6/4/2023,Google Ads,Campaign_1,AdGroup_2,5281.02,77126,1028,104
6/4/2023,Meta Ads,Campaign_6,AdGroup_3,2358.98,24153,1171,28
6/5/2023,Google Ads,Campaign_7,AdGroup_3,5693.74,77403,2702,74
6/5/2023,Meta Ads,Campaign_1,AdGroup_1,3231.87,38358,1307,140
6/6/2023,Google Ads,Campaign_4,AdGroup_4,7216.08,33060,1470,72
6/6/2023,Meta Ads,Campaign_3,AdGroup_3,4929.83,62516,652,34
6/7/2023,Google Ads,Campaign_10,AdGroup_5,3987.43,46007,567,64
