event_id,customer_id,event_type,event_date,channel
E7710190,C002054,sms_click,2023-03-16,sms
E2300657,C002054,churn,2023-10-05,system
E9832672,C016685,email_open,2024-07-27,sms
E1332219,C016685,sms_click,2025-09-27,email
E1160610,C016685,app_login,2023-07-19,system
E7180729,C016685,email_open,2025-07-06,email
E2935223,C005913,app_login,2025-10-27,email
E7997193,C005913,email_open,2025-03-31,sms
E5468712,C013716,email_open,2024-11-25,sms
E1390827,C000265,reactivation,2024-08-08,system
E6913539,C000265,app_login,2023-05-10,system
E3200515,C000583,app_login,2022-10-19,system
E6568887,C000583,email_open,2023-08-14,system
E5524950,C000583,email_open,2023-08-02,email
E6055836,C007408,sms_click,2025-12-10,system
E8821765,C014816,email_open,2024-02-08,app
E4833736,C000275,app_login,2025-05-25,sms
E2126755,C010836,email_open,2024-10-29,email
E6894880,C010836,app_login,2022-10-10,app
E3118865,C010836,sms_click,2023-04-23,system
E8713445,C010836,reactivation,2023-10-05,email
E7236043,C010836,sms_click,2023-04-30,system
E7824171,C006906,email_open,2025-08-22,email
E5872107,C006906,reactivation,2025-08-10,sms
E8936680,C019843,sms_click,2025-12-28,sms
E7625971,C019843,email_open,2024-09-16,app
E9652941,C019843,sms_click,2024-12-10,app
E2208538,C019843,email_open,2025-07-17,system
E5390546,C019843,churn,2024-11-02,system
E3861106,C016788,reactivation,2024-07-05,sms
E6939043,C016788,email_open,2024-06-20,system
E5416752,C016788,churn,2024-02-22,sms
E2028500,C016788,app_login,2023-11-12,system
E7185287,C016788,sms_click,2022-07-16,system
E6292408,C014197,app_login,2023-01-14,email
E7428684,C014197,email_open,2023-08-06,system
E1039557,C014197,app_login,2024-04-10,system
E3211052,C014197,email_open,2022-05-11,sms
E4043265,C014197,sms_click,2022-08-20,sms
E2860161,C002458,churn,2024-06-12,sms
E4192131,C002458,email_open,2023-12-06,sms
E6601127,C008978,app_login,2024-09-15,app
E4186142,C008978,email_open,2024-07-16,system
E6422310,C008978,sms_click,2023-09-14,email
E8220427,C008978,email_open,2024-03-04,sms
E8141641,C008978,sms_click,2023-10-11,app
E4730543,C015678,email_open,2022-07-07,app
E5675538,C015678,churn,2022-12-18,system
E9996368,C015678,churn,2023-09-07,system
E3949628,C018182,app_login,2023-01-22,sms
E3283543,C018182,email_open,2024-08-06,sms
E4663545,C018182,email_open,2024-07-01,email
E2545707,C018182,churn,2023-03-20,sms
E7430846,C000603,sms_click,2024-12-23,app
E8179305,C001386,app_login,2024-11-21,sms
E2702092,C006175,email_open,2025-02-18,sms
E3944525,C006175,sms_click,2024-04-24,email
E6018776,C006175,churn,2024-06-20,email
E3192101,C006175,email_open,2024-10-29,email
E5163266,C017869,sms_click,2024-10-11,sms
E2556737,C012289,sms_click,2024-05-10,app
E8895229,C012289,email_open,2022-11-30,app
E2303537,C012289,email_open,2023-03-23,app
E7421737,C012030,reactivation,2023-06-19,system
E4308948,C012030,churn,2024-06-22,system
E8001408,C012030,reactivation,2024-12-20,email
E4731986,C012030,sms_click,2025-08-04,sms
E1673948,C012030,sms_click,2024-03-01,system
E9138024,C011775,sms_click,2024-11-23,email
E6379943,C011775,app_login,2024-09-09,system
E3195726,C018996,app_login,2025-09-29,sms
E7984672,C018996,churn,2024-05-05,sms
E9225098,C018996,app_login,2025-09-23,email
E7703208,C018996,email_open,2024-06-11,app
E5991674,C000337,email_open,2024-05-26,sms
E9297990,C005954,email_open,2025-11-04,app
E6321618,C003317,churn,2022-11-16,email
E4015292,C005829,sms_click,2025-01-06,email
E1873141,C005829,app_login,2024-05-03,sms
E5300900,C005829,app_login,2025-02-05,sms
E6014497,C005829,email_open,2024-08-31,system
E2725663,C005829,sms_click,2024-05-03,system
E8343464,C013779,app_login,2023-10-03,system
E5883654,C013779,app_login,2024-06-29,sms
E3554921,C004075,email_open,2025-06-23,email
E7788341,C004075,email_open,2023-12-25,sms
E7589757,C004075,sms_click,2024-02-27,system
E2583439,C016103,churn,2023-09-03,email
E5267072,C016103,email_open,2023-03-11,system
E8344012,C016103,email_open,2025-02-08,system
E1230687,C016103,email_open,2025-03-13,app
E1468135,C004948,email_open,2025-08-02,system
E8950586,C016099,app_login,2025-10-15,email
E8030948,C016099,sms_click,2025-07-25,email
E2053396,C003129,email_open,2024-05-19,sms
E2848287,C003129,app_login,2025-07-05,system
E1028763,C003129,sms_click,2025-09-04,email
E8908213,C017701,churn,2025-10-20,sms
E2831623,C017701,app_login,2024-09-21,sms
E6958074,C017701,app_login,2025-12-10,app
E8366409,C015393,email_open,2024-08-16,system
E9770279,C015393,sms_click,2024-12-28,sms
E1712221,C011878,email_open,2024-10-29,app
E1252459,C019509,app_login,2025-03-07,system
E3350150,C019509,email_open,2025-08-29,system
E8921992,C019509,churn,2024-03-31,sms
E8041832,C019509,churn,2025-01-20,system
E3648331,C006524,email_open,2024-06-02,email
E9144017,C006524,app_login,2023-06-14,sms
E1197789,C006524,sms_click,2023-08-26,sms
E5298123,C006524,email_open,2023-06-22,app
E5911061,C007298,app_login,2024-03-12,sms
E2392549,C007298,reactivation,2024-01-13,email
E7414101,C007298,app_login,2024-03-01,system
E9505374,C007298,sms_click,2025-07-10,email
E1372853,C007298,email_open,2025-04-30,sms
E6180079,C008626,sms_click,2024-08-11,email
E1175592,C008626,app_login,2024-05-06,app
E6214041,C008626,churn,2024-05-25,email
E9654764,C008626,email_open,2025-11-24,system
E1949120,C008626,sms_click,2025-11-25,app
E4449222,C003692,app_login,2025-02-27,email
E9783679,C003692,sms_click,2023-04-09,email
E8351081,C003692,app_login,2024-02-29,app
E3816880,C003692,sms_click,2023-07-21,sms
E1049363,C003692,sms_click,2023-09-16,email
E9162076,C003692,email_open,2024-12-04,app
E5368475,C017715,email_open,2025-11-10,sms
E2263308,C017715,churn,2025-03-16,app
E1062803,C003691,sms_click,2025-08-04,app
E7674514,C018025,app_login,2025-12-24,system
E5497078,C018025,app_login,2024-05-22,sms
E5463700,C018025,sms_click,2025-12-20,sms
E6630922,C018025,email_open,2024-11-30,app
E4612387,C018025,email_open,2024-09-28,system
E6917883,C014210,app_login,2025-02-17,email
E2907337,C014210,email_open,2024-07-14,app
E5848413,C014210,churn,2023-05-05,app
E6240775,C014210,app_login,2023-12-25,sms
E8576200,C014210,churn,2022-09-30,sms
E7214536,C014210,email_open,2024-02-12,email
E1314987,C010042,sms_click,2022-07-01,sms
E1769482,C010042,email_open,2024-03-16,email
E8780440,C010042,email_open,2022-06-21,app
E8836722,C010042,email_open,2022-09-28,sms
E1272179,C010042,email_open,2022-07-09,sms
E4976038,C010042,app_login,2022-10-05,sms
E7938414,C007366,sms_click,2025-11-11,sms
E4161217,C000089,email_open,2025-12-12,email
E1476992,C000089,sms_click,2024-06-10,sms
E9946376,C000089,app_login,2025-03-20,sms
E1463490,C000089,email_open,2025-04-08,app
E9480585,C008522,churn,2025-06-09,sms
E7721567,C000605,app_login,2024-08-15,app
E3787195,C011702,email_open,2024-01-26,email
E5702003,C011702,email_open,2024-06-07,system
E3084740,C011702,churn,2024-07-05,sms
E2129441,C012845,app_login,2022-10-01,email
E8286542,C012845,app_login,2024-07-09,email
E2828984,C012845,app_login,2023-07-16,system
E4439958,C012845,email_open,2024-10-02,sms
E8999586,C012845,email_open,2022-12-07,app
E4011028,C017012,email_open,2025-05-02,email
E6992813,C017012,sms_click,2025-12-17,sms
E5611123,C013081,email_open,2022-09-05,sms
E6741373,C013081,reactivation,2022-12-02,app
E3219351,C013081,email_open,2023-11-11,sms
E6617453,C013081,sms_click,2024-02-10,system
E2205327,C015176,churn,2024-10-17,system
E8301394,C015176,app_login,2024-10-23,email
E3016796,C015176,sms_click,2025-02-16,app
E9525096,C015176,app_login,2025-12-20,email
E7883531,C001158,email_open,2025-09-06,email
E4859467,C015868,email_open,2024-04-17,app
E2203534,C015868,email_open,2025-02-21,system
E5284399,C015868,app_login,2024-04-05,sms
E7532670,C015868,app_login,2024-08-26,email
E8413220,C015868,email_open,2024-03-18,email
E2264368,C014375,reactivation,2025-10-09,sms
E2139385,C012027,app_login,2025-04-30,sms
E1212922,C012027,email_open,2025-04-08,system
E2141692,C005016,email_open,2023-10-21,system
E2107642,C005016,churn,2024-07-28,system
E6676950,C005016,sms_click,2024-02-25,email
E2596804,C005016,email_open,2023-03-10,email
E8786502,C004382,reactivation,2025-04-17,system
E5422276,C007995,app_login,2024-04-24,system
E6997398,C007995,app_login,2024-06-24,email
E3205458,C007995,churn,2025-01-30,sms
E2847556,C007995,app_login,2023-10-11,sms
E8844133,C007995,app_login,2023-10-28,sms
E3123717,C006888,churn,2023-08-28,app
E1885109,C006888,churn,2024-11-26,email
E3081064,C006888,email_open,2024-11-02,system
E2748859,C003056,email_open,2024-08-07,sms
E8042721,C003056,reactivation,2022-11-22,email
E5582405,C018159,email_open,2024-10-21,system
E6516778,C018159,email_open,2023-02-13,sms
E7561131,C018159,churn,2023-11-07,email
E5735174,C018159,app_login,2023-07-02,email
E9889893,C000905,reactivation,2024-01-13,email
E6375442,C000905,churn,2024-01-16,email
E1050997,C000905,sms_click,2025-08-19,app
E4426037,C000905,email_open,2024-08-06,sms
E5554072,C018916,sms_click,2025-03-05,sms
E9615173,C018916,churn,2024-04-01,email
E4614457,C018916,app_login,2024-03-20,app
E2454116,C018916,sms_click,2024-01-30,email
E8036286,C018916,email_open,2024-12-15,system
E3070424,C018916,sms_click,2025-04-25,app
E3201096,C012522,sms_click,2023-12-23,sms
E7674567,C012522,email_open,2023-07-21,email
E5361260,C012522,email_open,2023-03-31,system
E1971357,C012522,sms_click,2024-01-15,system
E5453968,C008663,app_login,2025-04-01,email
E2592313,C005339,churn,2024-04-19,sms
E8962274,C014791,sms_click,2024-11-26,sms
E9280221,C014791,email_open,2025-01-03,email
E7783605,C014791,app_login,2025-11-11,app
E6725910,C015532,churn,2024-12-23,app
E8641328,C015532,email_open,2025-01-11,sms
E9953412,C015532,email_open,2024-05-14,system
E7893421,C015532,app_login,2024-07-08,email
E5241505,C015532,email_open,2025-02-14,sms
E9504247,C015532,email_open,2023-03-26,system
E1044611,C018908,churn,2023-08-25,system
E4245193,C018908,email_open,2023-12-15,sms
E6106428,C011666,app_login,2023-12-06,email
E2231982,C015874,email_open,2025-09-30,email
E8574264,C015874,app_login,2025-05-15,app
E8147631,C004342,email_open,2024-11-17,sms
E5016704,C004342,email_open,2024-11-13,app
E1810131,C008139,sms_click,2025-04-24,system
E5835666,C008139,email_open,2025-02-07,app
E4951243,C003112,email_open,2024-07-22,sms
E3475670,C003112,app_login,2025-12-02,email
E4251222,C003112,churn,2025-01-25,app
E9460478,C003112,email_open,2025-01-26,sms
E6850641,C009678,churn,2025-11-06,sms
E4343989,C014506,email_open,2024-09-08,app
E3685741,C014506,churn,2023-06-24,system
E5793330,C014506,email_open,2025-10-03,system
E1456569,C001642,app_login,2025-05-01,sms
E4105258,C010704,email_open,2023-01-30,sms
E2893694,C010709,churn,2025-10-22,system
E3847173,C008390,sms_click,2023-08-03,system
E1938667,C008390,sms_click,2024-01-31,sms
E7765794,C008390,email_open,2024-04-16,system
E8668220,C008390,app_login,2025-08-14,app
E1625418,C008390,app_login,2024-04-07,system
E6952516,C000526,churn,2025-08-03,app
E8510422,C000526,sms_click,2024-10-05,email
E3663097,C000526,reactivation,2025-03-13,system
E6134078,C014440,email_open,2025-03-29,sms
E1352900,C014440,sms_click,2024-04-26,email
E9870711,C014440,churn,2023-05-14,app
E7651478,C010181,app_login,2025-08-15,email
E5632933,C010181,churn,2024-02-27,system
E1444601,C010181,app_login,2025-08-10,email
E8657287,C010181,app_login,2024-02-22,email
E7827426,C011447,app_login,2025-08-18,system
E8278779,C011447,email_open,2024-02-08,app
E9040175,C011447,app_login,2025-12-14,email
E7323210,C006211,churn,2022-12-25,sms
E6292113,C006211,email_open,2023-11-08,email
E9084249,C006211,email_open,2023-10-28,email
E9890848,C006211,email_open,2023-03-23,system
E4400846,C006211,app_login,2024-02-01,system
E4411728,C006211,app_login,2024-11-19,email
E3991813,C011257,sms_click,2023-11-13,app
E5246911,C011257,email_open,2024-04-20,email
E9806740,C011257,email_open,2023-09-07,sms
E5245194,C009917,app_login,2024-09-12,email
E8736797,C018484,email_open,2022-12-07,system
E2095190,C018484,email_open,2022-12-05,system
E7618228,C005745,email_open,2024-10-15,system
E8430031,C005745,app_login,2024-11-21,email
E9079679,C005745,app_login,2024-09-08,app
E2268830,C014053,email_open,2024-01-11,app
E8188639,C014053,sms_click,2023-08-20,app
E4335371,C014053,app_login,2023-08-25,app
E6818122,C014053,email_open,2022-07-21,sms
E7071221,C008545,email_open,2025-04-15,sms
E9735477,C008545,email_open,2025-02-28,email
E7456277,C008545,sms_click,2025-06-06,sms
E1259836,C001671,app_login,2025-10-16,system
E8699554,C001671,email_open,2025-07-06,sms
E2247535,C001671,email_open,2025-09-25,email
E1256096,C011223,sms_click,2025-06-16,email
E2627927,C019473,email_open,2025-05-28,email
E8861485,C019473,sms_click,2025-12-11,email
E9304341,C019473,sms_click,2024-11-23,app
E1763306,C009230,reactivation,2024-06-01,sms
E6918419,C012664,churn,2025-05-10,email
E1883471,C018582,email_open,2025-11-28,system
E8939557,C012620,app_login,2025-10-04,sms
E6091417,C012620,email_open,2025-05-16,sms
E5395804,C012620,email_open,2024-08-20,app
E7936932,C012620,churn,2023-10-28,system
E9776427,C012620,app_login,2025-08-23,app
E4359237,C012620,email_open,2024-06-18,sms
E9572793,C010429,reactivation,2024-04-05,app
E7322356,C010429,churn,2024-05-29,email
E5398098,C010429,app_login,2025-11-20,system
E6366491,C001733,email_open,2023-05-18,email
E6847054,C001756,app_login,2025-09-08,email
E1418059,C014100,app_login,2025-11-22,app
E7183542,C014100,sms_click,2025-02-01,system
E5287881,C014100,app_login,2025-12-12,system
E7640461,C014100,email_open,2025-08-13,system
E9843786,C011334,churn,2024-03-20,email
E2989755,C003249,reactivation,2023-09-12,system
E8102052,C003249,sms_click,2024-12-28,email
E1613675,C003249,email_open,2023-01-25,email
E8221009,C003249,churn,2023-02-15,email
E8916855,C003249,sms_click,2023-09-17,system
E7458216,C003249,reactivation,2024-05-02,system
E2932114,C011014,email_open,2023-11-19,app
E4532455,C011014,churn,2024-03-04,system
E9505151,C011014,churn,2024-07-31,system
E5170759,C011014,reactivation,2023-12-28,sms
E4277741,C011014,sms_click,2024-12-13,app
E9055942,C016384,app_login,2023-06-09,sms
E3229706,C016384,app_login,2024-02-26,app
E6946293,C016384,sms_click,2023-08-27,system
E3250751,C004716,sms_click,2023-04-21,system
E6772829,C004716,churn,2024-12-06,email
E2565681,C004716,email_open,2024-06-01,system
E1323897,C004716,email_open,2023-09-10,app
E6620251,C004716,churn,2025-01-28,email
E9773878,C015640,churn,2024-12-19,email
E7900363,C005161,churn,2024-05-02,system
E9034514,C005161,sms_click,2024-05-16,system
E7448502,C005161,email_open,2025-01-09,sms
E4501477,C005161,email_open,2025-04-10,system
E8506882,C004068,app_login,2025-03-29,app
E6765325,C004068,app_login,2024-07-05,app
E9598194,C004068,email_open,2025-07-27,email
E9900541,C013121,churn,2025-10-16,system
E5711485,C006717,app_login,2023-11-28,app
E6372630,C006717,sms_click,2024-02-18,app
E7340492,C013702,email_open,2025-01-10,app
E4489064,C013702,email_open,2023-11-13,app
E6737716,C013702,app_login,2024-08-04,app
E4220647,C008883,email_open,2024-11-14,system
E7985341,C008883,sms_click,2025-02-01,email
E4544956,C002299,email_open,2025-06-04,sms
E2412357,C002299,email_open,2024-12-15,email
E2170252,C002299,sms_click,2025-01-18,email
E7870081,C002299,churn,2024-12-24,system
E1187649,C002299,churn,2023-11-14,sms
E9793637,C009646,sms_click,2025-02-13,system
E9454410,C009646,app_login,2025-01-29,system
E7828861,C008840,churn,2024-12-06,app
E4886419,C008840,email_open,2025-06-18,sms
E7021001,C008840,churn,2025-03-24,sms
E8820378,C008840,app_login,2024-07-07,app
E2964863,C010695,churn,2025-08-08,email
E7959112,C010695,app_login,2023-10-13,app
E1080844,C010695,churn,2024-01-05,system
E7229636,C004546,email_open,2024-08-15,email
E5975559,C004546,email_open,2023-06-12,app
E5993081,C004546,email_open,2023-10-12,email
E2827579,C004546,churn,2024-10-04,app
E9545906,C004546,sms_click,2023-10-16,system
E6358618,C015030,app_login,2025-10-28,sms
E5115090,C009830,email_open,2024-08-30,sms
E4411071,C009830,churn,2024-12-02,app
E7640678,C009830,email_open,2025-03-15,app
E3589949,C015653,sms_click,2024-12-02,system
E1042011,C015653,email_open,2025-07-06,system
E1610850,C015653,email_open,2025-09-06,sms
E2325896,C010334,email_open,2025-08-31,system
E8600690,C010334,email_open,2025-10-15,app
E4899989,C010334,sms_click,2025-06-18,sms
E7433557,C006318,email_open,2022-11-20,email
E4081229,C006318,app_login,2023-06-21,sms
E3406483,C006318,email_open,2023-02-17,email
E4514456,C006318,app_login,2024-08-20,email
E3761660,C009392,email_open,2024-09-05,email
E5431533,C009392,sms_click,2023-12-22,system
E9705986,C009392,email_open,2023-12-26,app
E6593824,C009392,churn,2025-01-11,system
E1002233,C009392,sms_click,2023-04-28,system
E9709209,C013181,email_open,2025-06-27,sms
E8399609,C013181,churn,2025-07-21,sms
E4419653,C014017,app_login,2023-12-11,sms
E2856973,C014017,app_login,2024-08-16,email
E2508497,C014017,email_open,2023-09-12,email
E6173556,C014017,email_open,2022-08-12,email
E2959575,C014017,sms_click,2023-06-21,email
E3301236,C012459,app_login,2024-08-09,system
E1180743,C002104,sms_click,2025-05-04,email
E7906066,C005312,email_open,2025-12-20,sms
E4068186,C019036,email_open,2024-11-03,sms
E8022088,C019036,app_login,2024-07-31,app
E1746485,C019036,reactivation,2024-11-26,system
E2466531,C014259,email_open,2025-06-20,system
E5823415,C014259,email_open,2025-03-08,app
E2918651,C014259,app_login,2024-08-28,app
E7825082,C012604,churn,2023-11-18,system
E6470768,C012604,app_login,2024-10-07,system
E4489475,C012604,email_open,2023-12-28,email
E7414422,C016090,app_login,2022-09-17,app
E9543619,C016090,email_open,2022-08-24,app
E4425871,C016090,email_open,2024-11-23,app
E4350079,C016090,email_open,2023-12-21,sms
E4710281,C016090,churn,2024-08-06,email
E6625195,C016090,churn,2024-12-19,system
E4435259,C007808,email_open,2023-08-23,app
E4780568,C005873,sms_click,2025-05-29,app
E6005515,C005873,sms_click,2025-02-24,sms
E9624419,C005873,app_login,2025-08-31,sms
E5805616,C001096,app_login,2025-01-16,app
E4984018,C001096,app_login,2025-04-27,email
E8584851,C001096,email_open,2025-09-27,sms
E7456087,C001096,email_open,2024-12-11,sms
E8539311,C001096,sms_click,2024-02-06,sms
E9384477,C007552,churn,2025-08-14,sms
E1516404,C007552,sms_click,2025-05-17,sms
E2489091,C007552,email_open,2024-09-21,email
E9286651,C007552,email_open,2025-12-27,email
E9434979,C014485,app_login,2025-07-09,app
E5256836,C014485,app_login,2024-12-15,email
E2691713,C014485,app_login,2025-11-09,system
E1689587,C006451,email_open,2023-08-21,app
E7356981,C006451,email_open,2023-04-01,email
E6402765,C006451,email_open,2023-07-20,app
E5004291,C018937,churn,2022-12-26,sms
E8644199,C018937,email_open,2022-05-23,system
E6720652,C018937,email_open,2024-07-01,email
E7699490,C003251,churn,2023-06-13,system
E6394166,C003251,app_login,2023-10-22,sms
E5212857,C003251,email_open,2022-07-11,app
E4747913,C003251,email_open,2023-10-17,app
E5669210,C000023,churn,2024-03-20,sms
E5046732,C000023,email_open,2025-05-21,app
E8291912,C018181,email_open,2024-10-07,system
E9208014,C018181,sms_click,2024-11-09,app
E8710242,C009079,email_open,2025-10-08,email
E8202271,C007924,email_open,2023-12-06,app
E1160351,C007924,email_open,2023-06-09,email
E6128938,C007924,churn,2025-05-12,sms
E7061470,C007924,churn,2023-10-02,app
E5055095,C007924,email_open,2025-08-26,sms
E6628985,C012535,email_open,2025-11-16,sms
E4716947,C012535,app_login,2025-11-13,sms
E4992207,C011148,email_open,2025-06-19,system
E2589167,C011148,sms_click,2025-04-09,email
E9838500,C015351,app_login,2023-11-12,system
E1004585,C005852,email_open,2024-01-13,sms
E7275994,C005852,churn,2024-01-28,sms
E4612117,C005852,sms_click,2024-06-25,system
E1900865,C005852,app_login,2025-06-10,app
E1814829,C005852,app_login,2024-10-10,sms
E9022794,C005852,reactivation,2024-05-10,system
E2952018,C018789,app_login,2025-03-19,app
E8477801,C018789,email_open,2024-12-07,system
E2423735,C005982,email_open,2022-10-26,email
E9895678,C005982,sms_click,2024-06-27,system
E3972386,C005982,churn,2025-01-20,email
E9435111,C005982,email_open,2023-11-20,app
E9218909,C005982,reactivation,2024-06-16,app
E8112490,C005982,churn,2024-11-30,system
E9251188,C015275,sms_click,2022-12-22,system
E6894194,C015275,email_open,2023-05-10,system
E7145365,C017712,churn,2025-01-11,sms
E6180766,C017712,sms_click,2024-05-29,system
E8533415,C017712,churn,2024-03-04,email
E8823291,C005815,churn,2024-10-19,system
E2338668,C005815,app_login,2024-04-15,sms
E5977680,C013403,app_login,2024-11-03,sms
E3660121,C013403,churn,2024-09-25,sms
E3656051,C013403,app_login,2025-05-19,app
E9049476,C002286,sms_click,2023-05-17,sms
E3024582,C002286,email_open,2022-10-16,email
E8234619,C002286,app_login,2024-03-22,email
E4109550,C002286,app_login,2022-09-10,email
E8345375,C002286,app_login,2022-04-13,system
E8942974,C005080,churn,2023-11-15,system
E7997969,C005080,email_open,2024-05-07,system
E2936657,C005080,email_open,2025-07-10,system
E4204801,C005080,email_open,2023-04-22,email
E2259231,C013972,reactivation,2024-03-04,email
E1823592,C013972,email_open,2024-02-07,email
E8949650,C013972,email_open,2022-10-14,email
E5142699,C013972,sms_click,2023-08-10,sms
E4065694,C004877,app_login,2023-08-07,sms
E4460346,C004877,email_open,2025-02-04,system
E4904704,C004877,app_login,2023-12-01,system
E5674776,C004877,sms_click,2024-09-03,app
E8771055,C004877,email_open,2024-11-19,email
E7299696,C019375,churn,2025-06-23,app
E9029014,C019375,email_open,2024-09-23,system
E5651616,C019375,sms_click,2024-11-14,sms
E2908751,C011852,app_login,2025-12-17,app
E4471157,C009693,sms_click,2023-06-01,sms
E7110814,C009693,app_login,2022-08-25,app
E8631961,C010634,email_open,2022-12-14,app
E5460264,C010634,email_open,2022-10-19,sms
E5073237,C010634,email_open,2024-02-18,system
E5984800,C009214,reactivation,2024-11-06,email
E9060378,C009214,app_login,2024-04-21,sms
E9146947,C011906,reactivation,2023-09-09,sms
E1246568,C011906,email_open,2025-03-13,app
E5599789,C005023,email_open,2023-11-13,sms
E5962109,C016024,app_login,2025-05-19,system
E5740190,C016024,sms_click,2024-08-19,sms
E8752882,C016024,email_open,2024-09-03,sms
E8934923,C016024,churn,2025-07-21,email
E5538503,C016024,sms_click,2024-01-22,system
E9826568,C000106,sms_click,2024-03-10,system
E8617081,C000106,churn,2025-06-20,sms
E5104269,C004228,sms_click,2024-05-14,system
E6560996,C004228,app_login,2024-12-21,sms
E6715876,C006152,app_login,2023-11-21,sms
E2009514,C014955,email_open,2023-10-14,sms
E8662261,C014955,email_open,2024-09-26,app
E7302124,C014955,email_open,2023-01-18,email
E9496057,C014955,email_open,2022-09-22,app
E1880505,C014955,sms_click,2022-06-27,app
E6257530,C001123,app_login,2024-10-21,app
E5574131,C001123,churn,2023-10-08,app
E6570470,C001123,app_login,2025-02-11,system
E2766148,C000861,churn,2024-11-06,email
E6305152,C000861,email_open,2024-07-16,sms
E4789718,C000861,app_login,2025-04-11,app
E7861304,C000861,reactivation,2023-07-23,email
E4306922,C000861,app_login,2024-08-20,system
E5221837,C000861,reactivation,2023-08-31,sms
E7697616,C018784,app_login,2022-05-25,sms
E1190189,C018784,email_open,2023-08-29,system
E8717474,C018784,churn,2023-05-11,app
E1130309,C016505,churn,2025-03-23,app
E1301979,C012630,email_open,2022-07-08,sms
E9422653,C012630,sms_click,2024-05-30,app
E9206735,C016932,email_open,2023-07-09,app
E7694314,C016932,app_login,2025-01-28,email
E7839897,C016932,email_open,2023-08-14,app
E8783750,C014891,sms_click,2024-09-30,system
E4248210,C014891,app_login,2025-03-03,email
E8135788,C014891,email_open,2025-09-23,app
E4240414,C019788,email_open,2024-04-30,system
E9150967,C019788,app_login,2024-01-10,system
E2269819,C012753,app_login,2025-08-22,app
E2611711,C012205,sms_click,2025-12-29,email
E2465622,C016847,sms_click,2024-12-02,sms
E2696423,C016847,email_open,2025-10-16,system
E4114473,C016847,churn,2025-03-13,system
E9815543,C004785,churn,2025-01-13,app
E1682896,C011388,churn,2025-07-14,email
E4040973,C011388,app_login,2025-08-22,sms
E6191318,C010728,app_login,2025-07-29,app
E7450100,C010728,sms_click,2024-12-11,email
E6304130,C006277,email_open,2025-03-03,email
E8668575,C007313,sms_click,2025-11-28,system
E3721499,C007313,sms_click,2024-12-10,email
E7809043,C008100,app_login,2023-08-23,email
E2239436,C008100,churn,2022-06-06,email
E2814404,C008100,app_login,2023-02-24,email
E5990099,C008100,app_login,2024-08-13,sms
E4436915,C013088,sms_click,2023-10-24,email
E4149699,C013088,app_login,2025-05-30,email
E5883987,C013088,app_login,2024-07-25,sms
E1050799,C013088,app_login,2023-03-16,app
E4662252,C013088,churn,2024-07-03,system
E2655540,C013088,email_open,2024-06-23,sms
E3484213,C003878,email_open,2022-12-21,sms
E8305983,C003878,email_open,2024-07-03,system
E1541592,C003878,churn,2023-09-10,system
E3728821,C003878,churn,2022-04-07,email
E1784406,C003878,churn,2022-06-22,sms
E8850825,C003858,churn,2025-03-22,app
E7938658,C001426,email_open,2024-12-01,system
E8268098,C001426,email_open,2025-05-05,email
E7539525,C001426,email_open,2024-05-21,app
E8079956,C011511,email_open,2024-12-28,system
E9764395,C011511,email_open,2024-08-07,app
E5084817,C014225,email_open,2025-10-26,email
E6789597,C014225,churn,2025-10-10,app
E7034792,C009890,email_open,2025-02-01,sms
E1380475,C009890,app_login,2024-06-07,system
E3579707,C009890,email_open,2023-07-22,app
E8139331,C009890,email_open,2023-03-22,app
E4648731,C002132,app_login,2024-02-26,email
E3548145,C002132,sms_click,2023-04-11,email
E2197380,C002132,app_login,2023-10-28,email
E4355604,C011509,churn,2024-12-05,app
E3511012,C011509,sms_click,2024-06-07,app
E2729850,C001603,app_login,2024-07-10,system
E7323250,C001603,app_login,2024-09-20,system
E7810802,C001603,email_open,2025-04-10,app
E3630040,C001603,sms_click,2024-04-29,app
E4273297,C001603,churn,2024-06-28,sms
E7155478,C014801,churn,2023-05-21,system
E8707663,C014801,email_open,2023-05-27,app
E9853571,C014801,app_login,2023-10-21,sms
E4978430,C014801,email_open,2023-06-18,email
E3975774,C014801,app_login,2025-07-17,sms
E4771043,C014801,app_login,2023-05-09,system
E3333042,C018325,email_open,2025-10-01,system
E1785262,C018325,app_login,2025-11-20,app
E2988918,C018325,churn,2025-11-24,sms
E6534881,C015676,sms_click,2024-03-12,email
E8545510,C015676,app_login,2024-04-26,app
E1518484,C015676,app_login,2024-12-18,sms
E7062439,C015676,email_open,2024-02-06,system
E1422468,C015676,sms_click,2023-11-23,app
E5466972,C002521,app_login,2025-01-31,app
E3725084,C003577,app_login,2025-04-04,sms
E7836682,C003577,app_login,2023-10-04,system
E3995476,C003577,email_open,2024-12-21,system
E7657861,C001664,app_login,2024-08-30,email
E2072876,C001664,app_login,2025-05-18,app
E6922509,C011716,app_login,2024-09-29,system
E5202071,C005684,app_login,2025-02-20,email
E4863438,C005684,churn,2025-03-13,system
E8606857,C005684,sms_click,2024-11-18,app
E2561962,C005684,email_open,2024-01-26,app
E6443380,C011898,email_open,2025-12-31,email
E2337452,C009776,churn,2025-03-28,sms
E8950571,C009776,churn,2023-12-06,email
E9913483,C009776,sms_click,2024-12-16,app
E5463850,C003231,email_open,2025-09-06,email
E5834916,C003231,sms_click,2025-06-26,email
E3266533,C006018,churn,2025-10-13,app
