customer_id,signup_date,signup_channel,campaign,location_id,city,state,membership_type,age,income_band,vehicle_type
C005781,2022-10-16,Fleet,Campaign_4,L026,Birmingham,AL,Basic,45,<40k,Sedan
C005782,2024-04-09,Local Promo,Campaign_2,L023,Nashville,TN,None,53,<40k,Truck
C005783,2023-06-07,Google Ads,Campaign_7,L027,Charlotte,NC,Basic,20,<40k,Van
C005784,2022-07-29,Google Ads,Campaign_1,L026,Nashville,TN,Premium,67,40-75k,Truck
C005785,2024-05-20,Meta Ads,Campaign_6,L009,Orlando,FL,Basic,35,75-100k,Sedan
C005786,2024-04-07,Google Ads,Campaign_10,L022,Birmingham,AL,None,69,75-100k,Sedan
C005787,2024-04-27,Local Promo,Campaign_12,L015,Atlanta,GA,None,34,75-100k,Van
C005788,2024-06-04,Referral,Campaign_9,L008,Orlando,FL,Unlimited,61,75-100k,Sedan
C005789,2024-09-24,Referral,Campaign_3,L020,Nashville,TN,Premium,35,<40k,Truck
C005790,2022-10-21,Google Ads,Campaign_10,L022,Charlotte,NC,None,19,75-100k,Truck
C005791,2024-07-19,Fleet,Campaign_8,L030,Charlotte,NC,Premium,45,40-75k,Truck
C005792,2023-01-26,Referral,Campaign_11,L018,Charlotte,NC,Premium,36,100k+,Van
C005793,2024-03-10,Meta Ads,Campaign_2,L029,Orlando,FL,None,56,75-100k,SUV
C005794,2022-04-02,Local Promo,Campaign_7,L028,Birmingham,AL,Premium,36,100k+,SUV
C005795,2024-12-10,Organic,Campaign_7,L004,Charlotte,NC,Unlimited,48,75-100k,Van
C005796,2024-11-28,Meta Ads,Campaign_10,L030,Nashville,TN,None,18,40-75k,Van
C005797,2022-09-23,Fleet,Campaign_8,L013,Orlando,FL,Premium,23,<40k,Van
C005798,2024-03-03,Organic,Campaign_12,L018,Atlanta,GA,None,43,100k+,Sedan
C005799,2023-01-24,Google Ads,Campaign_10,L017,Nashville,TN,Premium,26,75-100k,Van
C005800,2025-01-28,Meta Ads,Campaign_11,L026,Orlando,FL,Premium,61,100k+,Van
C005801,2025-08-25,Fleet,Campaign_2,L013,Birmingham,AL,Premium,41,100k+,SUV
C005802,2024-10-16,Meta Ads,Campaign_8,L027,Charlotte,NC,Premium,61,75-100k,Sedan
C005803,2022-11-20,Meta Ads,Campaign_6,L027,Birmingham,AL,None,49,40-75k,SUV
C005804,2022-06-27,Google Ads,Campaign_3,L011,Charlotte,NC,None,27,75-100k,SUV
C005805,2023-02-20,Fleet,Campaign_3,L011,Nashville,TN,None,70,100k+,Sedan
C005806,2022-01-02,Google Ads,Campaign_6,L024,Orlando,FL,Unlimited,51,75-100k,Van
C005807,2022-05-09,Google Ads,Campaign_3,L004,Dallas,TX,Premium,41,<40k,Truck
C005808,2022-11-04,Meta Ads,Campaign_11,L012,Birmingham,AL,None,64,40-75k,Truck
C005809,2023-02-12,Fleet,Campaign_4,L024,Birmingham,AL,None,25,75-100k,Truck
C005810,2024-04-27,Organic,Campaign_6,L020,Birmingham,AL,None,57,40-75k,Truck
C005811,2025-09-21,Google Ads,Campaign_4,L005,Atlanta,GA,None,26,<40k,Sedan
C005812,2025-05-23,Google Ads,Campaign_3,L030,Birmingham,AL,None,55,75-100k,Truck
C005813,2023-04-09,Local Promo,Campaign_2,L026,Charlotte,NC,Basic,70,75-100k,Sedan
C005814,2023-07-30,Meta Ads,Campaign_9,L030,Birmingham,AL,Basic,68,100k+,SUV
C005815,2023-06-28,Fleet,Campaign_4,L022,Charlotte,NC,Unlimited,58,100k+,Van
C005816,2025-04-26,Referral,Campaign_3,L023,Orlando,FL,Unlimited,37,<40k,SUV
C005817,2022-07-17,Meta Ads,Campaign_7,L030,Birmingham,AL,None,51,40-75k,SUV
C005818,2022-07-09,Organic,Campaign_8,L020,Atlanta,GA,Basic,54,<40k,Sedan
C005819,2025-08-30,Organic,Campaign_1,L026,Birmingham,AL,Basic,61,100k+,SUV
C005820,2023-09-29,Fundraising,Campaign_7,L012,Atlanta,GA,Premium,47,100k+,SUV
C005821,2025-10-23,Meta Ads,Campaign_6,L017,Nashville,TN,Premium,48,100k+,Truck
C005822,2023-12-12,Meta Ads,Campaign_7,L007,Atlanta,GA,None,67,75-100k,SUV
C005823,2023-02-05,Meta Ads,Campaign_8,L027,Charlotte,NC,Basic,58,40-75k,Truck
C005824,2023-09-29,Google Ads,Campaign_12,L006,Nashville,TN,Premium,26,75-100k,SUV
C005825,2023-11-01,Meta Ads,Campaign_2,L029,Birmingham,AL,Basic,47,40-75k,Sedan
C005826,2023-11-10,Google Ads,Campaign_4,L009,Birmingham,AL,None,39,75-100k,SUV
C005827,2025-02-08,Fleet,Campaign_9,L006,Charlotte,NC,Basic,50,100k+,SUV
C005828,2022-01-15,Fundraising,Campaign_8,L013,Nashville,TN,Unlimited,48,100k+,Van
C005829,2024-02-15,Meta Ads,Campaign_1,L018,Charlotte,NC,None,26,100k+,Truck
C005830,2023-10-20,Fleet,Campaign_12,L027,Charlotte,NC,Unlimited,50,100k+,Sedan
C005831,2025-09-24,Organic,Campaign_1,L021,Atlanta,GA,Premium,48,75-100k,SUV
C005832,2022-05-28,Local Promo,Campaign_4,L023,Charlotte,NC,None,42,75-100k,SUV
C005833,2022-07-30,Organic,Campaign_12,L005,Nashville,TN,Premium,43,40-75k,Sedan
C005834,2025-09-06,Referral,Campaign_1,L016,Charlotte,NC,None,36,<40k,Truck
C005835,2023-06-24,Meta Ads,Campaign_1,L021,Atlanta,GA,None,70,<40k,Sedan
C005836,2024-03-04,Google Ads,Campaign_5,L030,Birmingham,AL,Unlimited,36,75-100k,SUV
C005837,2025-04-25,Google Ads,Campaign_7,L030,Orlando,FL,None,37,75-100k,Van
C005838,2023-10-01,Meta Ads,Campaign_4,L007,Nashville,TN,Basic,22,100k+,Sedan
C005839,2022-09-08,Organic,Campaign_6,L008,Charlotte,NC,None,32,40-75k,Truck
C005840,2025-04-04,Google Ads,Campaign_3,L020,Dallas,TX,None,45,100k+,Sedan
C005841,2022-07-08,Organic,Campaign_1,L024,Birmingham,AL,None,31,75-100k,SUV
C005842,2023-08-27,Fleet,Campaign_10,L020,Nashville,TN,Basic,49,75-100k,Truck
C005843,2025-02-03,Google Ads,Campaign_7,L021,Charlotte,NC,Premium,22,<40k,Van
C005844,2024-11-14,Meta Ads,Campaign_1,L023,Dallas,TX,Premium,69,40-75k,Sedan
C005845,2024-01-21,Meta Ads,Campaign_10,L005,Orlando,FL,Basic,49,75-100k,SUV
C005846,2024-07-23,Local Promo,Campaign_4,L017,Dallas,TX,Unlimited,26,100k+,Truck
C005847,2025-04-09,Meta Ads,Campaign_4,L007,Birmingham,AL,None,25,40-75k,SUV
C005848,2023-01-17,Organic,Campaign_10,L011,Atlanta,GA,Unlimited,34,<40k,Van
C005849,2022-01-29,Fleet,Campaign_8,L007,Nashville,TN,None,61,<40k,Truck
C005850,2024-12-11,Google Ads,Campaign_7,L018,Atlanta,GA,Basic,47,75-100k,Van
C005851,2024-08-23,Google Ads,Campaign_8,L009,Charlotte,NC,None,18,100k+,Sedan
C005852,2023-03-29,Google Ads,Campaign_7,L014,Dallas,TX,Basic,66,75-100k,Van
C005853,2022-01-26,Fleet,Campaign_11,L015,Birmingham,AL,Unlimited,42,40-75k,SUV
C005854,2025-01-30,Meta Ads,Campaign_2,L028,Atlanta,GA,Basic,29,40-75k,Sedan
C005855,2025-04-04,Fleet,Campaign_9,L014,Atlanta,GA,None,52,40-75k,Van
C005856,2025-02-11,Referral,Campaign_8,L005,Nashville,TN,Basic,45,75-100k,SUV
C005857,2025-05-11,Google Ads,Campaign_4,L028,Atlanta,GA,Basic,18,75-100k,Truck
C005858,2025-08-11,Google Ads,Campaign_7,L019,Orlando,FL,Premium,28,<40k,Van
C005859,2024-04-01,Meta Ads,Campaign_7,L002,Charlotte,NC,None,35,75-100k,SUV
C005860,2022-07-13,Google Ads,Campaign_4,L009,Atlanta,GA,Unlimited,59,75-100k,SUV
C005861,2023-11-28,Organic,Campaign_12,L009,Orlando,FL,Basic,55,<40k,Sedan
C005862,2024-12-02,Organic,Campaign_5,L028,Charlotte,NC,Basic,69,100k+,Truck
C005863,2022-07-20,Google Ads,Campaign_5,L006,Atlanta,GA,Premium,25,<40k,Van
C005864,2023-04-27,Google Ads,Campaign_9,L022,Dallas,TX,None,23,100k+,Sedan
C005865,2023-09-21,Referral,Campaign_12,L024,Orlando,FL,None,32,100k+,Truck
C005866,2025-07-05,Meta Ads,Campaign_2,L003,Orlando,FL,Basic,62,100k+,Truck
C005867,2025-04-01,Meta Ads,Campaign_6,L024,Nashville,TN,Premium,70,75-100k,Truck
C005868,2022-12-08,Organic,Campaign_10,L008,Birmingham,AL,Basic,49,40-75k,Sedan
C005869,2023-03-04,Referral,Campaign_4,L030,Dallas,TX,None,62,100k+,Truck
C005870,2025-03-26,Meta Ads,Campaign_3,L016,Dallas,TX,Basic,43,100k+,Van
C005871,2024-11-30,Meta Ads,Campaign_8,L016,Dallas,TX,Unlimited,41,40-75k,Truck
C005872,2025-02-18,Local Promo,Campaign_2,L007,Dallas,TX,None,67,75-100k,Sedan
C005873,2024-09-21,Google Ads,Campaign_10,L003,Nashville,TN,None,55,75-100k,SUV
C005874,2025-02-11,Google Ads,Campaign_9,L021,Birmingham,AL,None,52,75-100k,SUV
C005875,2024-06-04,Organic,Campaign_3,L007,Dallas,TX,Unlimited,30,<40k,Van
C005876,2024-04-11,Referral,Campaign_6,L028,Birmingham,AL,None,19,<40k,Sedan
C005877,2022-06-03,Meta Ads,Campaign_4,L020,Birmingham,AL,Basic,24,75-100k,Truck
C005878,2024-12-12,Local Promo,Campaign_5,L010,Birmingham,AL,Premium,29,40-75k,Van
C005879,2023-05-30,Fleet,Campaign_10,L006,Dallas,TX,Basic,66,<40k,Truck
C005880,2025-04-13,Referral,Campaign_1,L003,Orlando,FL,None,18,100k+,Sedan
C005881,2024-02-27,Organic,Campaign_8,L023,Nashville,TN,None,56,<40k,Truck
C005882,2025-07-11,Meta Ads,Campaign_10,L019,Charlotte,NC,Basic,23,75-100k,Van
C005883,2023-04-05,Meta Ads,Campaign_11,L030,Orlando,FL,None,19,100k+,Van
C005884,2025-06-09,Google Ads,Campaign_7,L015,Orlando,FL,None,60,40-75k,Van
C005885,2024-07-14,Google Ads,Campaign_1,L019,Atlanta,GA,None,61,100k+,Sedan
C005886,2022-04-03,Google Ads,Campaign_4,L015,Atlanta,GA,None,29,100k+,Truck
C005887,2023-04-04,Fundraising,Campaign_3,L002,Charlotte,NC,None,41,100k+,Van
C005888,2022-11-21,Google Ads,Campaign_6,L020,Nashville,TN,Basic,48,<40k,Truck
C005889,2024-01-12,Fleet,Campaign_8,L020,Charlotte,NC,Premium,30,40-75k,Van
C005890,2024-08-14,Meta Ads,Campaign_2,L004,Birmingham,AL,Basic,61,75-100k,Truck
C005891,2025-10-20,Referral,Campaign_2,L027,Orlando,FL,Premium,47,100k+,SUV
C005892,2025-07-04,Referral,Campaign_12,L027,Atlanta,GA,Unlimited,44,<40k,Van
C005893,2024-11-06,Fleet,Campaign_7,L017,Nashville,TN,Basic,53,100k+,Sedan
C005894,2022-03-13,Meta Ads,Campaign_6,L022,Orlando,FL,Basic,56,100k+,SUV
C005895,2023-12-12,Local Promo,Campaign_7,L016,Orlando,FL,None,70,75-100k,SUV
C005896,2025-11-28,Fundraising,Campaign_7,L009,Atlanta,GA,None,35,100k+,Sedan
C005897,2022-12-11,Organic,Campaign_4,L005,Dallas,TX,Unlimited,49,100k+,Van
C005898,2025-09-09,Google Ads,Campaign_6,L020,Dallas,TX,Basic,43,75-100k,Truck
C005899,2024-11-27,Google Ads,Campaign_11,L024,Dallas,TX,None,42,100k+,Truck
C005900,2025-04-09,Google Ads,Campaign_5,L015,Charlotte,NC,None,65,<40k,Truck
C005901,2023-12-26,Meta Ads,Campaign_12,L008,Charlotte,NC,Unlimited,35,100k+,Truck
C005902,2023-10-17,Fundraising,Campaign_1,L023,Charlotte,NC,None,58,40-75k,Truck
C005903,2022-02-18,Referral,Campaign_4,L015,Nashville,TN,None,49,40-75k,Sedan
C005904,2025-02-19,Google Ads,Campaign_5,L022,Charlotte,NC,None,65,100k+,Truck
C005905,2023-04-10,Fundraising,Campaign_10,L009,Charlotte,NC,Unlimited,39,<40k,SUV
C005906,2024-06-22,Google Ads,Campaign_5,L018,Nashville,TN,None,20,100k+,Sedan
C005907,2024-02-07,Google Ads,Campaign_9,L007,Atlanta,GA,Basic,30,75-100k,Van
C005908,2025-04-03,Organic,Campaign_3,L024,Atlanta,GA,None,56,<40k,SUV
C005909,2024-04-13,Local Promo,Campaign_7,L010,Orlando,FL,None,65,<40k,Truck
C005910,2022-03-01,Fleet,Campaign_4,L015,Dallas,TX,Premium,31,<40k,Truck
C005911,2022-06-28,Meta Ads,Campaign_1,L024,Nashville,TN,Premium,42,40-75k,SUV
C005912,2025-12-17,Local Promo,Campaign_1,L011,Nashville,TN,None,24,<40k,SUV
C005913,2024-04-14,Meta Ads,Campaign_9,L008,Nashville,TN,Unlimited,52,100k+,Van
C005914,2023-02-26,Google Ads,Campaign_5,L030,Atlanta,GA,None,43,100k+,Truck
C005915,2025-08-19,Organic,Campaign_5,L023,Dallas,TX,Premium,68,100k+,Van
C005916,2022-03-18,Local Promo,Campaign_4,L028,Atlanta,GA,Unlimited,26,100k+,SUV
C005917,2025-03-14,Organic,Campaign_8,L009,Orlando,FL,None,25,75-100k,SUV
C005918,2022-04-20,Organic,Campaign_10,L010,Charlotte,NC,Premium,70,<40k,Sedan
C005919,2022-07-01,Google Ads,Campaign_3,L021,Birmingham,AL,None,49,100k+,Sedan
C005920,2024-09-16,Google Ads,Campaign_2,L022,Orlando,FL,Basic,56,75-100k,Sedan
C005921,2024-03-13,Fleet,Campaign_9,L009,Nashville,TN,Premium,55,100k+,Van
C005922,2025-03-04,Fundraising,Campaign_8,L007,Charlotte,NC,None,51,40-75k,SUV
C005923,2022-02-14,Fleet,Campaign_2,L009,Dallas,TX,Premium,34,40-75k,Truck
C005924,2024-07-04,Meta Ads,Campaign_6,L009,Charlotte,NC,Unlimited,63,100k+,SUV
C005925,2023-12-01,Meta Ads,Campaign_6,L022,Birmingham,AL,Unlimited,66,40-75k,Van
C005926,2022-03-06,Fleet,Campaign_8,L001,Atlanta,GA,Premium,64,100k+,Van
C005927,2023-11-16,Organic,Campaign_8,L002,Dallas,TX,None,48,<40k,Sedan
C005928,2022-11-24,Organic,Campaign_3,L008,Orlando,FL,None,64,100k+,Sedan
C005929,2023-03-24,Local Promo,Campaign_2,L005,Orlando,FL,Premium,30,100k+,Van
C005930,2023-06-04,Fleet,Campaign_10,L021,Nashville,TN,None,55,75-100k,Sedan
C005931,2025-12-04,Local Promo,Campaign_4,L030,Charlotte,NC,Unlimited,33,100k+,Van
C005932,2024-10-22,Local Promo,Campaign_1,L011,Dallas,TX,None,62,<40k,Van
C005933,2025-03-31,Google Ads,Campaign_1,L021,Birmingham,AL,None,69,100k+,Truck
C005934,2022-09-01,Organic,Campaign_7,L009,Birmingham,AL,Basic,20,100k+,Sedan
C005935,2024-07-20,Fundraising,Campaign_4,L025,Orlando,FL,None,52,75-100k,Van
C005936,2024-12-23,Meta Ads,Campaign_5,L017,Charlotte,NC,Basic,30,<40k,SUV
C005937,2023-06-05,Local Promo,Campaign_6,L015,Orlando,FL,Unlimited,31,100k+,Truck
C005938,2025-09-13,Local Promo,Campaign_12,L022,Nashville,TN,Basic,18,75-100k,Truck
C005939,2025-06-24,Referral,Campaign_8,L006,Atlanta,GA,Unlimited,50,<40k,Sedan
C005940,2023-01-23,Organic,Campaign_8,L018,Birmingham,AL,None,70,40-75k,Van
C005941,2023-06-09,Google Ads,Campaign_12,L003,Atlanta,GA,None,45,100k+,Truck
C005942,2025-07-02,Referral,Campaign_5,L009,Orlando,FL,None,35,<40k,Truck
C005943,2025-04-18,Google Ads,Campaign_1,L007,Atlanta,GA,None,29,<40k,Van
C005944,2025-07-06,Organic,Campaign_7,L001,Nashville,TN,None,63,75-100k,SUV
C005945,2024-05-16,Referral,Campaign_10,L025,Orlando,FL,None,21,<40k,Truck
C005946,2022-11-22,Google Ads,Campaign_11,L002,Atlanta,GA,Basic,26,100k+,Van
C005947,2023-02-06,Meta Ads,Campaign_1,L020,Atlanta,GA,None,70,40-75k,SUV
C005948,2024-01-04,Google Ads,Campaign_6,L009,Dallas,TX,Unlimited,18,40-75k,Sedan
C005949,2024-06-20,Referral,Campaign_11,L019,Orlando,FL,None,25,75-100k,Truck
C005950,2022-05-04,Google Ads,Campaign_11,L015,Atlanta,GA,Unlimited,31,40-75k,Sedan
C005951,2022-08-29,Referral,Campaign_11,L020,Atlanta,GA,Basic,40,40-75k,Sedan
C005952,2025-02-17,Referral,Campaign_1,L001,Nashville,TN,Premium,36,40-75k,SUV
C005953,2022-06-10,Local Promo,Campaign_9,L005,Charlotte,NC,Basic,62,<40k,Van
C005954,2024-11-25,Meta Ads,Campaign_1,L010,Atlanta,GA,None,51,<40k,Sedan
C005955,2025-03-06,Fleet,Campaign_1,L030,Atlanta,GA,Basic,40,75-100k,Truck
C005956,2025-12-22,Google Ads,Campaign_4,L030,Dallas,TX,Unlimited,51,75-100k,Van
C005957,2024-09-21,Fleet,Campaign_8,L029,Orlando,FL,Unlimited,31,40-75k,Truck
C005958,2023-11-06,Fleet,Campaign_11,L011,Charlotte,NC,Unlimited,33,<40k,Truck
C005959,2022-06-23,Google Ads,Campaign_3,L016,Orlando,FL,Premium,27,40-75k,SUV
C005960,2024-06-13,Local Promo,Campaign_3,L019,Nashville,TN,None,40,<40k,Truck
C005961,2023-01-14,Google Ads,Campaign_6,L021,Nashville,TN,Unlimited,47,100k+,Sedan
C005962,2023-11-21,Meta Ads,Campaign_10,L002,Nashville,TN,Unlimited,33,<40k,Sedan
C005963,2025-03-23,Google Ads,Campaign_12,L024,Dallas,TX,None,57,75-100k,Truck
C005964,2023-06-21,Organic,Campaign_9,L015,Charlotte,NC,None,42,<40k,Truck
C005965,2022-01-31,Referral,Campaign_5,L017,Charlotte,NC,Basic,53,75-100k,Sedan
C005966,2025-12-31,Google Ads,Campaign_12,L001,Nashville,TN,None,50,40-75k,Truck
C005967,2023-08-14,Meta Ads,Campaign_12,L010,Dallas,TX,None,20,40-75k,Truck
C005968,2022-02-24,Local Promo,Campaign_7,L020,Dallas,TX,Basic,41,75-100k,Truck
C005969,2025-05-16,Google Ads,Campaign_4,L012,Charlotte,NC,Basic,39,<40k,Sedan
C005970,2024-11-05,Google Ads,Campaign_3,L022,Charlotte,NC,None,27,100k+,Van
C005971,2023-11-07,Google Ads,Campaign_8,L025,Nashville,TN,Unlimited,46,100k+,Van
C005972,2023-07-11,Fleet,Campaign_10,L028,Nashville,TN,Premium,29,75-100k,Truck
C005973,2025-12-21,Meta Ads,Campaign_3,L007,Birmingham,AL,None,50,100k+,SUV
C005974,2023-08-14,Organic,Campaign_10,L026,Charlotte,NC,Premium,69,40-75k,Van
C005975,2025-05-05,Fundraising,Campaign_10,L002,Dallas,TX,None,19,100k+,Sedan
C005976,2025-12-26,Google Ads,Campaign_6,L029,Nashville,TN,Premium,41,75-100k,Truck
C005977,2025-03-11,Local Promo,Campaign_12,L014,Charlotte,NC,Premium,47,75-100k,Sedan
C005978,2024-06-12,Referral,Campaign_3,L007,Dallas,TX,Unlimited,61,75-100k,Van
C005979,2025-09-11,Organic,Campaign_2,L005,Dallas,TX,Unlimited,39,75-100k,SUV
C005980,2023-12-05,Fundraising,Campaign_3,L025,Birmingham,AL,Premium,46,100k+,Van
C005981,2023-06-24,Meta Ads,Campaign_12,L026,Orlando,FL,None,19,100k+,Truck
C005982,2022-09-11,Organic,Campaign_3,L016,Atlanta,GA,Basic,27,100k+,Van
C005983,2024-01-09,Fleet,Campaign_2,L010,Atlanta,GA,None,70,75-100k,Sedan
C005984,2025-11-21,Meta Ads,Campaign_4,L009,Charlotte,NC,Premium,24,100k+,Sedan
C005985,2022-04-25,Google Ads,Campaign_5,L012,Nashville,TN,None,39,40-75k,Truck
C005986,2023-12-25,Meta Ads,Campaign_10,L011,Nashville,TN,Basic,41,100k+,SUV
C005987,2022-09-09,Google Ads,Campaign_9,L022,Dallas,TX,Unlimited,31,40-75k,Truck
C005988,2025-09-09,Meta Ads,Campaign_12,L028,Dallas,TX,Unlimited,66,100k+,Van
C005989,2024-11-08,Organic,Campaign_9,L027,Birmingham,AL,None,68,75-100k,Sedan
C005990,2023-09-10,Google Ads,Campaign_10,L003,Charlotte,NC,None,19,100k+,Sedan
C005991,2023-08-25,Organic,Campaign_2,L016,Atlanta,GA,None,23,75-100k,Truck
C005992,2025-10-25,Meta Ads,Campaign_9,L011,Dallas,TX,Basic,67,40-75k,Sedan
C005993,2025-07-05,Meta Ads,Campaign_10,L015,Charlotte,NC,None,55,40-75k,SUV
C005994,2024-03-11,Local Promo,Campaign_7,L029,Orlando,FL,Unlimited,20,40-75k,Sedan
C005995,2025-09-30,Google Ads,Campaign_7,L002,Charlotte,NC,None,51,75-100k,Sedan
C005996,2022-06-30,Fundraising,Campaign_6,L012,Birmingham,AL,None,68,40-75k,Sedan
C005997,2022-07-10,Fundraising,Campaign_6,L027,Birmingham,AL,None,31,40-75k,Sedan
C005998,2022-11-28,Fleet,Campaign_5,L002,Dallas,TX,None,20,40-75k,SUV
C005999,2025-12-20,Fleet,Campaign_10,L014,Atlanta,GA,None,33,100k+,Sedan
C006000,2023-01-14,Referral,Campaign_11,L022,Birmingham,AL,None,33,100k+,SUV
C006001,2025-09-03,Google Ads,Campaign_9,L018,Birmingham,AL,Premium,57,40-75k,Truck
C006002,2023-08-04,Organic,Campaign_9,L004,Dallas,TX,Unlimited,66,100k+,Van
C006003,2024-06-04,Meta Ads,Campaign_4,L024,Dallas,TX,Unlimited,35,40-75k,Sedan
C006004,2025-01-18,Meta Ads,Campaign_5,L017,Atlanta,GA,Unlimited,62,<40k,SUV
C006005,2023-08-26,Fundraising,Campaign_12,L025,Atlanta,GA,None,43,100k+,Truck
C006006,2024-09-11,Fleet,Campaign_3,L024,Nashville,TN,Premium,70,100k+,Truck
C006007,2023-07-17,Google Ads,Campaign_5,L015,Birmingham,AL,Basic,59,40-75k,SUV
C006008,2024-10-10,Google Ads,Campaign_7,L014,Orlando,FL,Premium,33,100k+,Truck
C006009,2024-11-27,Google Ads,Campaign_11,L023,Birmingham,AL,None,53,100k+,Van
C006010,2023-09-12,Meta Ads,Campaign_10,L019,Nashville,TN,Basic,28,75-100k,Van
C006011,2024-12-14,Fleet,Campaign_11,L003,Dallas,TX,Unlimited,37,75-100k,Van
C006012,2025-06-02,Meta Ads,Campaign_10,L020,Atlanta,GA,None,63,75-100k,SUV
C006013,2022-07-08,Referral,Campaign_6,L026,Nashville,TN,Basic,45,100k+,Truck
C006014,2025-08-31,Meta Ads,Campaign_4,L020,Atlanta,GA,None,35,<40k,SUV
C006015,2025-07-07,Organic,Campaign_10,L025,Dallas,TX,None,18,100k+,Truck
C006016,2025-04-21,Local Promo,Campaign_7,L014,Dallas,TX,Basic,60,<40k,Sedan
C006017,2025-09-16,Fleet,Campaign_3,L027,Orlando,FL,Basic,26,40-75k,SUV
C006018,2025-09-23,Google Ads,Campaign_11,L029,Charlotte,NC,Unlimited,59,40-75k,Truck
C006019,2024-02-25,Organic,Campaign_8,L005,Orlando,FL,None,29,<40k,SUV
C006020,2024-08-15,Organic,Campaign_4,L016,Atlanta,GA,None,63,75-100k,Sedan
C006021,2024-03-03,Local Promo,Campaign_12,L003,Charlotte,NC,Basic,31,100k+,Van
C006022,2023-09-09,Referral,Campaign_9,L011,Charlotte,NC,None,49,40-75k,Sedan
C006023,2023-06-28,Meta Ads,Campaign_6,L019,Nashville,TN,Unlimited,42,75-100k,Van
C006024,2025-09-18,Local Promo,Campaign_11,L027,Dallas,TX,None,60,75-100k,Van
C006025,2024-10-25,Meta Ads,Campaign_9,L022,Dallas,TX,None,18,<40k,Truck
C006026,2023-11-22,Referral,Campaign_12,L005,Birmingham,AL,Premium,43,100k+,Van
C006027,2023-06-19,Referral,Campaign_5,L020,Charlotte,NC,Basic,34,40-75k,Van
C006028,2023-04-05,Local Promo,Campaign_8,L002,Atlanta,GA,Basic,41,100k+,Sedan
C006029,2023-06-07,Google Ads,Campaign_6,L007,Dallas,TX,Basic,34,75-100k,SUV
C006030,2022-03-28,Fundraising,Campaign_5,L005,Birmingham,AL,Premium,23,100k+,Van
C006031,2023-05-28,Organic,Campaign_12,L004,Dallas,TX,Basic,41,40-75k,Sedan
C006032,2023-05-27,Fleet,Campaign_2,L021,Nashville,TN,Basic,54,<40k,Truck
C006033,2025-10-05,Meta Ads,Campaign_1,L026,Charlotte,NC,Unlimited,39,100k+,Truck
C006034,2025-07-08,Fleet,Campaign_4,L008,Birmingham,AL,None,38,75-100k,Sedan
C006035,2025-01-17,Organic,Campaign_11,L009,Birmingham,AL,Basic,30,40-75k,SUV
C006036,2025-12-24,Google Ads,Campaign_9,L028,Orlando,FL,Unlimited,48,100k+,Van
C006037,2025-12-25,Meta Ads,Campaign_3,L028,Atlanta,GA,Unlimited,49,<40k,Truck
C006038,2022-09-21,Google Ads,Campaign_4,L018,Atlanta,GA,Basic,24,<40k,Van
C006039,2022-03-25,Google Ads,Campaign_9,L020,Charlotte,NC,Premium,22,100k+,Sedan
C006040,2022-03-20,Organic,Campaign_3,L005,Nashville,TN,Basic,56,<40k,Truck
C006041,2023-12-17,Google Ads,Campaign_11,L025,Dallas,TX,None,36,100k+,Truck
C006042,2025-06-19,Google Ads,Campaign_1,L011,Orlando,FL,None,26,100k+,Sedan
C006043,2025-12-11,Organic,Campaign_6,L020,Atlanta,GA,Basic,57,100k+,Sedan
C006044,2022-08-20,Organic,Campaign_4,L011,Nashville,TN,Basic,50,40-75k,Sedan
C006045,2023-10-02,Meta Ads,Campaign_11,L016,Birmingham,AL,None,48,75-100k,Sedan
C006046,2023-03-29,Google Ads,Campaign_7,L003,Birmingham,AL,Premium,18,40-75k,SUV
C006047,2022-08-11,Organic,Campaign_9,L019,Dallas,TX,None,47,75-100k,Truck
C006048,2023-02-16,Google Ads,Campaign_2,L010,Dallas,TX,Unlimited,46,40-75k,SUV
C006049,2022-03-31,Referral,Campaign_4,L003,Nashville,TN,Premium,57,40-75k,Van
C006050,2023-08-01,Meta Ads,Campaign_2,L006,Atlanta,GA,None,44,100k+,Van
C006051,2023-12-21,Fundraising,Campaign_1,L006,Dallas,TX,Premium,32,40-75k,Van
C006052,2022-06-27,Meta Ads,Campaign_6,L011,Dallas,TX,Premium,50,<40k,Van
C006053,2022-10-26,Local Promo,Campaign_8,L011,Nashville,TN,None,39,75-100k,SUV
C006054,2024-05-12,Meta Ads,Campaign_3,L029,Dallas,TX,None,21,40-75k,Van
C006055,2025-07-12,Google Ads,Campaign_12,L002,Dallas,TX,Premium,27,100k+,Truck
C006056,2022-08-19,Meta Ads,Campaign_1,L029,Birmingham,AL,Premium,40,100k+,Van
C006057,2022-03-27,Fundraising,Campaign_10,L001,Dallas,TX,None,38,100k+,Sedan
C006058,2022-05-26,Organic,Campaign_2,L023,Atlanta,GA,Premium,51,<40k,Van
C006059,2024-07-18,Local Promo,Campaign_10,L007,Charlotte,NC,Premium,69,40-75k,SUV
C006060,2024-01-18,Meta Ads,Campaign_10,L026,Atlanta,GA,Basic,32,40-75k,Sedan
C006061,2025-07-13,Organic,Campaign_5,L017,Nashville,TN,Unlimited,36,75-100k,Sedan
C006062,2024-05-07,Meta Ads,Campaign_8,L027,Nashville,TN,Unlimited,21,100k+,Truck
C006063,2023-01-21,Meta Ads,Campaign_2,L023,Atlanta,GA,Unlimited,51,40-75k,Sedan
